"Id","MSSubClass","MSZoning.C (all)","MSZoning.FV","MSZoning.RH","MSZoning.RL","MSZoning.RM","LotFrontage","LotArea","Street.Grvl","Street.Pave","LotShape.IR1","LotShape.IR2","LotShape.IR3","LotShape.Reg","LandContour.Bnk","LandContour.HLS","LandContour.Low","LandContour.Lvl","Utilities.AllPub","Utilities.NoSeWa","LotConfig.Corner","LotConfig.CulDSac","LotConfig.FR2","LotConfig.FR3","LotConfig.Inside","LandSlope.Gtl","LandSlope.Mod","LandSlope.Sev","Neighborhood.Blmngtn","Neighborhood.Blueste","Neighborhood.BrDale","Neighborhood.BrkSide","Neighborhood.ClearCr","Neighborhood.CollgCr","Neighborhood.Crawfor","Neighborhood.Edwards","Neighborhood.Gilbert","Neighborhood.IDOTRR","Neighborhood.MeadowV","Neighborhood.Mitchel","Neighborhood.NAmes","Neighborhood.NoRidge","Neighborhood.NPkVill","Neighborhood.NridgHt","Neighborhood.NWAmes","Neighborhood.OldTown","Neighborhood.Sawyer","Neighborhood.SawyerW","Neighborhood.Somerst","Neighborhood.StoneBr","Neighborhood.SWISU","Neighborhood.Timber","Neighborhood.Veenker","Condition1.Artery","Condition1.Feedr","Condition1.Norm","Condition1.PosA","Condition1.PosN","Condition1.RRAe","Condition1.RRAn","Condition1.RRNe","Condition1.RRNn","Condition2.Artery","Condition2.Feedr","Condition2.Norm","Condition2.PosA","Condition2.PosN","Condition2.RRAe","Condition2.RRAn","Condition2.RRNn","BldgType.1Fam","BldgType.2fmCon","BldgType.Duplex","BldgType.Twnhs","BldgType.TwnhsE","HouseStyle.1.5Fin","HouseStyle.1.5Unf","HouseStyle.1Story","HouseStyle.2.5Fin","HouseStyle.2.5Unf","HouseStyle.2Story","HouseStyle.SFoyer","HouseStyle.SLvl","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle.Flat","RoofStyle.Gable","RoofStyle.Gambrel","RoofStyle.Hip","RoofStyle.Mansard","RoofStyle.Shed","RoofMatl.ClyTile","RoofMatl.CompShg","RoofMatl.Membran","RoofMatl.Metal","RoofMatl.Roll","RoofMatl.Tar&Grv","RoofMatl.WdShake","RoofMatl.WdShngl","Exterior1st.AsbShng","Exterior1st.AsphShn","Exterior1st.BrkComm","Exterior1st.BrkFace","Exterior1st.CBlock","Exterior1st.CemntBd","Exterior1st.HdBoard","Exterior1st.ImStucc","Exterior1st.MetalSd","Exterior1st.Plywood","Exterior1st.Stone","Exterior1st.Stucco","Exterior1st.VinylSd","Exterior1st.Wd Sdng","Exterior1st.WdShing","Exterior2nd.AsbShng","Exterior2nd.AsphShn","Exterior2nd.Brk Cmn","Exterior2nd.BrkFace","Exterior2nd.CBlock","Exterior2nd.CmentBd","Exterior2nd.HdBoard","Exterior2nd.ImStucc","Exterior2nd.MetalSd","Exterior2nd.Other","Exterior2nd.Plywood","Exterior2nd.Stone","Exterior2nd.Stucco","Exterior2nd.VinylSd","Exterior2nd.Wd Sdng","Exterior2nd.Wd Shng","MasVnrType.BrkCmn","MasVnrType.BrkFace","MasVnrType.None","MasVnrType.Stone","MasVnrArea","ExterQual.Ex","ExterQual.Fa","ExterQual.Gd","ExterQual.TA","ExterCond.Ex","ExterCond.Fa","ExterCond.Gd","ExterCond.Po","ExterCond.TA","Foundation.BrkTil","Foundation.CBlock","Foundation.PConc","Foundation.Slab","Foundation.Stone","Foundation.Wood","BsmtQual.Ex","BsmtQual.Fa","BsmtQual.Gd","BsmtQual.TA","BsmtCond.Fa","BsmtCond.Gd","BsmtCond.Po","BsmtCond.TA","BsmtExposure.Av","BsmtExposure.Gd","BsmtExposure.Mn","BsmtExposure.No","BsmtFinType1.ALQ","BsmtFinType1.BLQ","BsmtFinType1.GLQ","BsmtFinType1.LwQ","BsmtFinType1.Rec","BsmtFinType1.Unf","BsmtFinSF1","BsmtFinType2.ALQ","BsmtFinType2.BLQ","BsmtFinType2.GLQ","BsmtFinType2.LwQ","BsmtFinType2.Rec","BsmtFinType2.Unf","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","Heating.Floor","Heating.GasA","Heating.GasW","Heating.Grav","Heating.OthW","Heating.Wall","HeatingQC.Ex","HeatingQC.Fa","HeatingQC.Gd","HeatingQC.Po","HeatingQC.TA","CentralAir.N","CentralAir.Y","Electrical.FuseA","Electrical.FuseF","Electrical.FuseP","Electrical.Mix","Electrical.SBrkr","X1stFlrSF","X2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual.Ex","KitchenQual.Fa","KitchenQual.Gd","KitchenQual.TA","TotRmsAbvGrd","Functional.Maj1","Functional.Maj2","Functional.Min1","Functional.Min2","Functional.Mod","Functional.Sev","Functional.Typ","Fireplaces","FireplaceQu.Ex","FireplaceQu.Fa","FireplaceQu.Gd","FireplaceQu.Po","FireplaceQu.TA","GarageType.2Types","GarageType.Attchd","GarageType.Basment","GarageType.BuiltIn","GarageType.CarPort","GarageType.Detchd","GarageYrBlt","GarageFinish.Fin","GarageFinish.RFn","GarageFinish.Unf","GarageCars","GarageArea","GarageQual.Ex","GarageQual.Fa","GarageQual.Gd","GarageQual.Po","GarageQual.TA","GarageCond.Ex","GarageCond.Fa","GarageCond.Gd","GarageCond.Po","GarageCond.TA","PavedDrive.N","PavedDrive.P","PavedDrive.Y","WoodDeckSF","OpenPorchSF","EnclosedPorch","X3SsnPorch","ScreenPorch","PoolArea","PoolQC.Ex","PoolQC.Fa","PoolQC.Gd","Fence.GdPrv","Fence.GdWo","Fence.MnPrv","Fence.MnWw","MiscFeature.Gar2","MiscFeature.Othr","MiscFeature.Shed","MiscFeature.TenC","MiscVal","MoSold","YrSold","SaleType.COD","SaleType.Con","SaleType.ConLD","SaleType.ConLI","SaleType.ConLw","SaleType.CWD","SaleType.New","SaleType.Oth","SaleType.WD","SaleCondition.Abnorml","SaleCondition.AdjLand","SaleCondition.Alloca","SaleCondition.Family","SaleCondition.Normal","SaleCondition.Partial"
780,90,0,0,0,1,0,78,10530,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,6,5,1977,1977,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,90,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,975,0,0,0,0,0,1,0,0,975,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1004,0,0,1004,1,0,1,0,2,1,0,0,0,1,4,0,0,0,0,0,0,1,0,-6.07153216591882e-18,0.03,0.0399999999999995,0.03,0.93,0,1,0,0,0,0,1977,0,0,1,2,504,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.16,0.45,0.452,0.1,0.096,0.822,-4.05231403988182e-17,0.05,0.03,0.94,0.02,0,5,2006,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
781,20,0,0,0,1,0,63,7875,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,7,5,1995,1996,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,38,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1237,1237,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1253,0,0,1253,0,0,2,0,3,1,0,0,0,1,6,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1995,1,0,0,2,402,0,0,0,0,1,0,0,0,0,1,0,0,1,220,21,0,0,0,0,0.18,0.39,0.422,0.28,0.08,0.714,-4.08700850940136e-17,0,0.02,0.94,-6.93889390390723e-20,0,6,2007,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
782,60,0,0,0,1,0,65,7153,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,6,5,1992,1992,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,387,0,0,0,0,0,1,0,374,761,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,810,793,0,1603,0,0,2,1,3,1,0,0,1,0,7,0,0,0,0,0,0,1,0,0.02,0.032,-5.32907051820075e-16,-8.72912853111529e-17,0.918,0,1,0,0,0,0,1992,0,1,0,2,484,0,0,0,0,1,0,0,0,0,1,0,0,1,0,124,0,0,0,0,0.26,0.32,0.322,0.258333333333333,0.05,0.721111111111111,-4.02455846426619e-17,0.01,0.03,0.93,0.01,0,7,2006,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
783,20,0,0,0,1,0,67,16285,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,7,5,2001,2002,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1413,1413,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1430,0,0,1430,0,0,2,0,3,1,0,0,1,0,6,0,0,0,0,0,0,1,0,-6.73072708679001e-18,0.0166666666666667,0.12,-9.07954267326261e-17,0.88,0,1,0,0,0,0,2001,0,1,0,2,605,0,0,0,0,1,0,0,0,0,1,0,0,1,0,33,0,0,0,0,0.25,0.31,0.412,0.38,0.09,0.71,0.02,0.02,0.03,0.92,0.01,0,6,2009,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
784,85,0,0,0,1,0,77.9075,9101,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,5,6,1978,1978,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,104,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1097,0,0,0,0,0,1,0,0,1097,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1110,0,0,1110,1,0,1,0,1,1,0,0,1,0,4,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1978,1,0,0,2,602,0,0,0,0,1,0,0,0,0,1,0,0,1,303,30,0,0,0,0,0.18,0.37,0.392,0.18,0.076,0.643333333333333,0.05,0.07,0.02,0.9,0.03,0,7,2009,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
785,75,0,0,0,0,1,35,6300,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,6,6,1914,2001,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,742,742,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,742,742,0,1484,0,0,2,0,3,1,0,0,0,1,9,0,0,0,0,0,0,1,1,0,0,1,0,0,-2.92127433354494e-17,0.14,-2.21871132577434e-17,0.125,-2.55177823316188e-17,0.79,1938.27433333333,0.02,0.0599999999999994,0.91,0,0,-1.29540475568568e-17,0.14,0.015,-1.15532583500055e-17,0.77,-1.17245622932582e-17,0.14,-2.39912256727592e-17,-3.35755728775311e-17,0.85,0,0,1,0,291,134,0,0,0,0.28,0.26,0.472,0.19,0.08,0.73,0.02,0.01,0.17,0.82,0,0,6,2008,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
786,20,0,0,0,1,0,78.7241666666667,9790,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,6,5,1967,1967,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,251,0,0,0,1,0,0,630,491,1372,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1342,0,0,1342,0,0,2,0,3,1,0,0,0,1,7,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1967,0,0,1,2,457,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,197,0,0.14,0.4,0.482,0.13,0.202222222222222,0.67,-4.55885329486705e-17,0.01,0.09,0.89,0.07,0,9,2009,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
787,50,0,0,0,0,1,60,10800,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,5,6,1915,1950,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,686,0,0,0,0,0,1,0,0,686,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,966,686,0,1652,1,0,2,0,4,1,0,0,0,1,7,0,0,0,0,0,0,1,0,-6.1409211049579e-18,0.0233333333333333,0.3,0.08,0.62,0,0,0,0,0,1,1961,0,0,1,1,416,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,196,0,0,0,0.27,0.34,0.402,0.08,0.16,0.8,0.00999999999999996,0,0,1,0,1200,6,2010,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
788,60,0,0,0,1,0,76,10142,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,7,5,2004,2004,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,656,0,0,0,0,0,1,0,300,956,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,956,1128,0,2084,1,0,2,1,4,1,0,0,1,0,8,0,0,0,0,0,0,1,0,0.02,0.0716666666666667,0.715,-9.81159598012482e-17,0.17,0,0,0,1,0,0,2004,0,1,0,2,618,0,0,0,0,1,0,0,0,0,1,0,0,1,0,45,0,0,0,0,0.27,0.29,0.342,0.63,0.17,0.261111111111111,-3.69843045078255e-17,0.05,0.03,0.96,0.02,0,1,2010,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
789,20,0,0,0,0,1,50,6000,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,4,7,1954,2000,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,901,901,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,901,0,0,901,0,0,1,0,2,1,0,0,0,1,4,0,0,0,0,0,0,1,0,-6.27969898303604e-18,0.17,0.486666666666667,0.15,0.52,0,0,0,0,0,1,1954,0,0,1,1,281,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.2,0.34,0.492,0.0399999999999999,0.11,0.85,0.00999999999999995,0.03,0.02,0.93,0,0,8,2008,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
790,60,0,0,0,1,0,80.895,12205,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,6,8,1966,2007,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,157,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,568,0,0,0,0,0,1,0,264,832,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,976,1111,0,2087,0,0,2,1,5,1,0,0,1,0,9,0,0,0,0,0,0,1,0,-6.45317133063372e-18,0.05,0.5,0.0399999999999999,0.7,0,1,0,0,0,0,1966,1,0,0,2,444,0,0,0,0,1,0,0,0,0,1,0,0,1,133,168,0,0,0,0,0.15,0.4,0.272,0.295,0.07,0.627,0.015,0.02,0.06,0.82,0.04,0,7,2007,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
791,120,0,0,0,1,0,43,3182,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,7,5,2005,2006,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,11,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,16,0,0,0,0,0,1,0,1129,1145,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1145,0,0,1145,0,0,2,0,2,1,0,0,1,0,5,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,2005,1,0,0,2,397,0,0,0,0,1,0,0,0,0,1,0,0,1,100,16,0,0,0,0,0.23,0.34,0.492,0.43,0.15125,0.67,0.00999999999999996,0.04,0.05,0.91,0,0,9,2009,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
792,80,0,0,0,1,0,82.9706666666667,11333,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,6,5,1976,1976,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,539,0,0,0,0,0,1,0,490,1029,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1062,0,0,1062,1,0,1,0,3,1,0,0,0,1,5,0,0,0,0,0,0,1,2,0,0,0,0,1,0,1,0,0,0,0,1976,0,1,0,2,539,0,0,0,0,1,0,0,0,0,1,0,0,1,120,0,0,0,0,0,0.22,0.26,0.432,0.16,0.12,0.673333333333333,0.035,0,0.03,0.94,0,0,5,2007,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
793,60,0,0,0,1,0,92,9920,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,7,5,1996,1997,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,862,0,0,0,0,0,1,0,255,1117,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1127,886,0,2013,1,0,2,1,3,1,0,0,0,1,8,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1997,0,0,1,2,455,0,0,0,0,1,0,0,0,0,1,0,0,1,180,130,0,0,0,0,0.31,0.21,0.372,0.72,0.05,0.1875,-4.26048085699904e-17,0.045,0.03,0.88,0,0,6,2007,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
794,20,0,0,0,1,0,76,9158,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,8,5,2007,2007,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,140,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1496,1496,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1496,0,0,1496,0,0,2,0,3,1,0,0,1,0,7,0,0,0,0,0,0,1,0,0.01,-1.9220736113823e-17,0.91,-9.54791801177635e-17,0.0699999999999997,0,1,0,0,0,0,2007,1,0,0,2,474,0,0,0,0,1,0,0,0,0,1,0,0,1,168,130,0,0,0,0,0.21,0.23,0.462,0.39,0.09,0.54,0.00999999999999995,0.01,0.05,0.96,-6.93889390390723e-20,0,6,2007,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
795,60,0,0,0,1,0,82.3580952380952,10832,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,7,5,1994,1996,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,712,712,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1086,809,0,1895,0,0,2,1,3,1,0,0,1,0,7,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1994,1,0,0,2,409,0,0,0,0,1,0,0,0,0,1,0,0,1,143,46,0,0,0,0,0.24,0.24,0.432,0.4,0.00999999999999997,0.67,0.00999999999999995,0,0,1,0,500,10,2008,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
796,60,0,0,0,1,0,70,8400,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,6,6,1980,1981,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,130,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,650,650,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,888,676,0,1564,0,0,2,1,3,1,0,0,0,1,7,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1980,0,0,1,2,476,0,0,0,0,1,0,0,0,0,1,0,0,1,0,50,0,0,204,0,0.12,0.43,0.412,0,0,1,0,0,0.05,0.95,-3.46944695195361e-20,0,4,2010,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
